Organoids,Index,y.name,OT,OrganoidsDrug,Drug,Time-point,Apoptotic.ratio,,
SNU-4351S3-8-TO,11,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO Afatinib,Afatinib, 1-2,15.62159616,,
SNU-4351S4-1-TO,11,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO Afatinib,Afatinib, 1-2,18.05510459,,
SNU-4351S4-2-TO,11,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO Afatinib,Afatinib, 1-2,4.413236079,,
SNU-4351S4-3-TO,11,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO Afatinib,Afatinib, 1-2,49.29944228,,
SNU-4351S4-4-TO,11,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO Afatinib,Afatinib, 1-2,45.75049896,,
SNU-4351S4-5-TO,11,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO Afatinib,Afatinib, 1-2,42.74119444,,
SNU-4351S4-6-TO,11,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO Afatinib,Afatinib, 1-2,40.427109,,
SNU-4351S4-7-TO,11,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO Afatinib,Afatinib, 1-2,48.16506217,,
SNU-4351S4-TO,11,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO Afatinib,Afatinib, 2-3,-1.858671688,,
SNU-4351S1-5-TO,11,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO Afatinib,Afatinib, 2-3,18.48460921,,
SNU-4351S1-7-TO,11,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO Afatinib,Afatinib, 2-3,-6.932329927,,
SNU-4351S2-3-TO,11,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO Afatinib,Afatinib, 2-3,-0.513893033,,
SNU-4351S2-4-TO,11,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO Afatinib,Afatinib, 2-3,-1.224213503,,
SNU-4351S3-1-TO,11,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO Afatinib,Afatinib, 2-3,4.38409326,,
SNU-4351S3-2-TO,11,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO Afatinib,Afatinib, 2-3,-7.263973002,,
SNU-4351S3-7-TO,11,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO Afatinib,Afatinib, 2-3,-7.698809285,,
SNU-4351S3-8-TO,11,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO Afatinib,Afatinib, 2-3,4.863042581,,
SNU-4351S4-1-TO,11,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO Afatinib,Afatinib, 2-3,4.385582429,,
SNU-4351S4-2-TO,11,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO Afatinib,Afatinib, 2-3,-12.48236501,,
SNU-4351S4-3-TO,11,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO Afatinib,Afatinib, 2-3,0.806200151,,
SNU-4351S4-4-TO,11,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO Afatinib,Afatinib, 2-3,16.43402165,,
SNU-4351S4-5-TO,11,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO Afatinib,Afatinib, 2-3,3.337267346,,
SNU-4351S4-6-TO,11,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO Afatinib,Afatinib, 2-3,19.36971549,,
SNU-4351S4-7-TO,11,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO Afatinib,Afatinib, 2-3,-5.685231185,,
SNU-4351S4-TO,12,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO MK-5108,MK-5108, 0-1,5.112623295,,
SNU-4351S1-5-TO,12,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO MK-5108,MK-5108, 0-1,14.69081972,,
SNU-4351S1-7-TO,12,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO MK-5108,MK-5108, 0-1,22.603701,,
SNU-4351S2-3-TO,12,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO MK-5108,MK-5108, 0-1,24.79371495,,
SNU-4351S2-4-TO,12,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO MK-5108,MK-5108, 0-1,17.72926597,,
SNU-4351S3-1-TO,12,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO MK-5108,MK-5108, 0-1,6.365141858,,
SNU-4351S3-2-TO,12,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO MK-5108,MK-5108, 0-1,26.14109474,,
SNU-4351S3-7-TO,12,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO MK-5108,MK-5108, 0-1,31.99506603,,
SNU-4351S3-8-TO,12,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO MK-5108,MK-5108, 0-1,5.578242631,,
SNU-4351S4-1-TO,12,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO MK-5108,MK-5108, 0-1,28.30481689,,
SNU-4351S4-2-TO,12,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO MK-5108,MK-5108, 0-1,29.15017485,,
SNU-4351S4-3-TO,12,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO MK-5108,MK-5108, 0-1,9.700091394,,
SNU-4351S4-4-TO,12,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO MK-5108,MK-5108, 0-1,8.865751037,,
SNU-4351S4-5-TO,12,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO MK-5108,MK-5108, 0-1,35.30992768,,
SNU-4351S4-6-TO,12,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO MK-5108,MK-5108, 0-1,12.37962931,,
SNU-4351S4-7-TO,12,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO MK-5108,MK-5108, 0-1,22.88736754,,
SNU-4351S4-TO,12,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO MK-5108,MK-5108, 1-2,13.56435178,,
SNU-4351S1-5-TO,12,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO MK-5108,MK-5108, 1-2,38.79284397,,
SNU-4351S1-7-TO,12,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO MK-5108,MK-5108, 1-2,0.355348423,,
SNU-4351S2-3-TO,12,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO MK-5108,MK-5108, 1-2,47.06831879,,
SNU-4351S2-4-TO,12,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO MK-5108,MK-5108, 1-2,14.61623677,,
SNU-4351S3-1-TO,12,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO MK-5108,MK-5108, 1-2,2.68029438,,
SNU-4351S3-2-TO,12,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO MK-5108,MK-5108, 1-2,23.19732206,,
SNU-4351S3-7-TO,12,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO MK-5108,MK-5108, 1-2,0.361209125,,
SNU-4351S3-8-TO,12,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO MK-5108,MK-5108, 1-2,11.24137365,,
SNU-4351S4-1-TO,12,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO MK-5108,MK-5108, 1-2,9.138033963,,
SNU-4351S4-2-TO,12,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO MK-5108,MK-5108, 1-2,-5,,
SNU-4351S4-3-TO,12,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO MK-5108,MK-5108, 1-2,42.18051679,,
SNU-4351S4-4-TO,12,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO MK-5108,MK-5108, 1-2,55.45825991,,
SNU-4351S4-5-TO,12,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO MK-5108,MK-5108, 1-2,41.56227352,,
SNU-4351S4-6-TO,12,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO MK-5108,MK-5108, 1-2,34.1289581,,
SNU-4351S4-7-TO,12,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO MK-5108,MK-5108, 1-2,46.79113496,,
SNU-4351S4-TO,12,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO MK-5108,MK-5108, 2-3,-0.886426411,,
SNU-4351S1-5-TO,12,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO MK-5108,MK-5108, 2-3,14.90414729,,
SNU-4351S1-7-TO,12,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO MK-5108,MK-5108, 2-3,-5.660786693,,
SNU-4351S2-3-TO,12,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO MK-5108,MK-5108, 2-3,-5.324961592,,
SNU-4351S2-4-TO,12,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO MK-5108,MK-5108, 2-3,-9.493412906,,
SNU-4351S3-1-TO,12,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO MK-5108,MK-5108, 2-3,-0.31547089,,
SNU-4351S3-2-TO,12,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO MK-5108,MK-5108, 2-3,-5,,
SNU-4351S3-7-TO,12,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO MK-5108,MK-5108, 2-3,-12.88826571,,
SNU-4351S3-8-TO,12,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO MK-5108,MK-5108, 2-3,0.270373418,,
SNU-4351S4-1-TO,12,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO MK-5108,MK-5108, 2-3,-10.82034899,,
SNU-4351S4-2-TO,12,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO MK-5108,MK-5108, 2-3,-5.53220633,,
SNU-4351S4-3-TO,12,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO MK-5108,MK-5108, 2-3,-11.8544336,,
SNU-4351S4-4-TO,12,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO MK-5108,MK-5108, 2-3,-1.942627181,,
SNU-4351S4-5-TO,12,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO MK-5108,MK-5108, 2-3,-3.567618076,,
SNU-4351S4-6-TO,12,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO MK-5108,MK-5108, 2-3,3.416260176,,
SNU-4351S4-7-TO,12,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO MK-5108,MK-5108, 2-3,-12.35434304,,
SNU-4351S1-TO,13,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Vistusertib,Vistusertib, 0-1,13.49906223,,
SNU-4351S2-TO,13,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Vistusertib,Vistusertib, 0-1,15.26005785,,
SNU-4351S3-TO,13,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Vistusertib,Vistusertib, 0-1,26.59453672,,
SNU-4351S4-TO,13,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Vistusertib,Vistusertib, 0-1,10.79224817,,
SNU-4351S1-5-TO,13,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Vistusertib,Vistusertib, 0-1,2.925191399,,
SNU-4351S1-7-TO,13,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Vistusertib,Vistusertib, 0-1,13.57153161,,
SNU-4351S2-3-TO,13,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Vistusertib,Vistusertib, 0-1,8.698999823,,
SNU-4351S2-4-TO,13,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Vistusertib,Vistusertib, 0-1,16.21768267,,
SNU-4351S3-1-TO,13,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Vistusertib,Vistusertib, 0-1,10.71199704,,
SNU-4351S3-2-TO,13,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Vistusertib,Vistusertib, 0-1,15.28397167,,
SNU-4351S3-7-TO,13,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Vistusertib,Vistusertib, 0-1,29.40661628,,
SNU-4351S3-8-TO,13,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Vistusertib,Vistusertib, 0-1,3.892771569,,
SNU-4351S4-1-TO,13,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Vistusertib,Vistusertib, 0-1,7.904300572,,
SNU-4351S4-2-TO,13,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Vistusertib,Vistusertib, 0-1,15.21033758,,
SNU-4351S4-3-TO,13,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Vistusertib,Vistusertib, 0-1,18.18920817,,
SNU-4351S4-4-TO,13,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Vistusertib,Vistusertib, 0-1,15.87275233,,
SNU-4351S4-5-TO,13,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Vistusertib,Vistusertib, 0-1,17.57706666,,
SNU-4351S4-6-TO,13,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Vistusertib,Vistusertib, 0-1,3.134479552,,
SNU-4351S4-7-TO,13,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Vistusertib,Vistusertib, 0-1,18.66654695,,
SNU-4351S1-TO,13,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Vistusertib,Vistusertib, 1-2,43.43290613,,
SNU-4351S2-TO,13,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Vistusertib,Vistusertib, 1-2,-0.979974383,,
SNU-4351S3-TO,13,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Vistusertib,Vistusertib, 1-2,35.94718105,,
SNU-4351S4-TO,13,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO Vistusertib,Vistusertib, 1-2,3.724901754,,
SNU-4351S1-5-TO,13,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO Vistusertib,Vistusertib, 1-2,-1.029408349,,
SNU-4351S1-7-TO,13,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO Vistusertib,Vistusertib, 1-2,30.17467514,,
SNU-4351S2-3-TO,13,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO Vistusertib,Vistusertib, 1-2,35.44009698,,
SNU-4351S2-4-TO,13,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO Vistusertib,Vistusertib, 1-2,30.97461017,,
SNU-4351S3-1-TO,13,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO Vistusertib,Vistusertib, 1-2,13.77843067,,
SNU-4351S3-2-TO,13,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO Vistusertib,Vistusertib, 1-2,29.48396739,,
SNU-4351S3-7-TO,13,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO Vistusertib,Vistusertib, 1-2,27.00436875,,
SNU-4351S3-8-TO,13,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO Vistusertib,Vistusertib, 1-2,26.50764179,,
SNU-4351S4-1-TO,13,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO Vistusertib,Vistusertib, 1-2,38.92626177,,
SNU-4351S4-2-TO,13,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO Vistusertib,Vistusertib, 1-2,47.6731723,,
SNU-4351S4-3-TO,13,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO Vistusertib,Vistusertib, 1-2,48.66057433,,
SNU-4351S4-4-TO,13,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO Vistusertib,Vistusertib, 1-2,55.0609893,,
SNU-4351S4-5-TO,13,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO Vistusertib,Vistusertib, 1-2,40.36251608,,
SNU-4351S4-6-TO,13,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO Vistusertib,Vistusertib, 1-2,39.22001599,,
SNU-4351S4-7-TO,13,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO Vistusertib,Vistusertib, 1-2,46.90442079,,
SNU-4351S1-TO,13,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Vistusertib,Vistusertib, 2-3,-10.7542994,,
SNU-4351S2-TO,13,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Vistusertib,Vistusertib, 2-3,36.70448188,,
SNU-4351S3-TO,13,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Vistusertib,Vistusertib, 2-3,-6.23065673,,
SNU-4351S4-TO,13,Apoptotic_Ratio,SNU-4351S4-TO 3,SNU-4351S4-TO Vistusertib,Vistusertib, 2-3,16.26684745,,
SNU-4351S1-5-TO,13,Apoptotic_Ratio,SNU-4351S1-5-TO 3,SNU-4351S1-5-TO Vistusertib,Vistusertib, 2-3,51.75421782,,
SNU-4351S1-7-TO,13,Apoptotic_Ratio,SNU-4351S1-7-TO 3,SNU-4351S1-7-TO Vistusertib,Vistusertib, 2-3,8.777075867,,
SNU-4351S2-3-TO,13,Apoptotic_Ratio,SNU-4351S2-3-TO 3,SNU-4351S2-3-TO Vistusertib,Vistusertib, 2-3,-3.227392058,,
SNU-4351S2-4-TO,13,Apoptotic_Ratio,SNU-4351S2-4-TO 3,SNU-4351S2-4-TO Vistusertib,Vistusertib, 2-3,-4.04369736,,
SNU-4351S3-1-TO,13,Apoptotic_Ratio,SNU-4351S3-1-TO 3,SNU-4351S3-1-TO Vistusertib,Vistusertib, 2-3,5.868381582,,
SNU-4351S3-2-TO,13,Apoptotic_Ratio,SNU-4351S3-2-TO 3,SNU-4351S3-2-TO Vistusertib,Vistusertib, 2-3,1.925260971,,
SNU-4351S3-7-TO,13,Apoptotic_Ratio,SNU-4351S3-7-TO 3,SNU-4351S3-7-TO Vistusertib,Vistusertib, 2-3,-5.09173052,,
SNU-4351S3-8-TO,13,Apoptotic_Ratio,SNU-4351S3-8-TO 3,SNU-4351S3-8-TO Vistusertib,Vistusertib, 2-3,6.7343167,,
SNU-4351S4-1-TO,13,Apoptotic_Ratio,SNU-4351S4-1-TO 3,SNU-4351S4-1-TO Vistusertib,Vistusertib, 2-3,0.537139248,,
SNU-4351S4-2-TO,13,Apoptotic_Ratio,SNU-4351S4-2-TO 3,SNU-4351S4-2-TO Vistusertib,Vistusertib, 2-3,-14.64642636,,
SNU-4351S4-3-TO,13,Apoptotic_Ratio,SNU-4351S4-3-TO 3,SNU-4351S4-3-TO Vistusertib,Vistusertib, 2-3,-5,,
SNU-4351S4-4-TO,13,Apoptotic_Ratio,SNU-4351S4-4-TO 3,SNU-4351S4-4-TO Vistusertib,Vistusertib, 2-3,-5,,
SNU-4351S4-5-TO,13,Apoptotic_Ratio,SNU-4351S4-5-TO 3,SNU-4351S4-5-TO Vistusertib,Vistusertib, 2-3,-5.037473595,,
SNU-4351S4-6-TO,13,Apoptotic_Ratio,SNU-4351S4-6-TO 3,SNU-4351S4-6-TO Vistusertib,Vistusertib, 2-3,-5,,
SNU-4351S4-7-TO,13,Apoptotic_Ratio,SNU-4351S4-7-TO 3,SNU-4351S4-7-TO Vistusertib,Vistusertib, 2-3,0.439791697,,
SNU-4351S1-TO,14,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Olaparib,Olaparib, 0-1,16.11603116,,
SNU-4351S2-TO,14,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Olaparib,Olaparib, 0-1,18.17107379,,
SNU-4351S3-TO,14,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Olaparib,Olaparib, 0-1,32.65653335,,
SNU-4351S4-TO,14,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Olaparib,Olaparib, 0-1,18.99982572,,
SNU-4351S1-5-TO,14,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Olaparib,Olaparib, 0-1,2.401445625,,
SNU-4351S1-7-TO,14,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Olaparib,Olaparib, 0-1,24.69970906,,
SNU-4351S2-3-TO,14,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Olaparib,Olaparib, 0-1,18.62602979,,
SNU-4351S2-4-TO,14,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Olaparib,Olaparib, 0-1,21.83702977,,
SNU-4351S3-1-TO,14,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Olaparib,Olaparib, 0-1,14.73371554,,
SNU-4351S3-2-TO,14,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Olaparib,Olaparib, 0-1,22.05552816,,
SNU-4351S3-7-TO,14,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Olaparib,Olaparib, 0-1,33.2188936,,
SNU-4351S3-8-TO,14,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Olaparib,Olaparib, 0-1,10.75106347,,
SNU-4351S4-1-TO,14,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Olaparib,Olaparib, 0-1,18.11824082,,
SNU-4351S4-2-TO,14,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Olaparib,Olaparib, 0-1,25.57179029,,
SNU-4351S4-3-TO,14,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Olaparib,Olaparib, 0-1,24.79942033,,
SNU-4351S4-4-TO,14,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Olaparib,Olaparib, 0-1,20.52204532,,
SNU-4351S4-5-TO,14,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Olaparib,Olaparib, 0-1,26.49222746,,
SNU-4351S4-6-TO,14,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Olaparib,Olaparib, 0-1,7.484348373,,
SNU-4351S4-7-TO,14,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Olaparib,Olaparib, 0-1,29.11971351,,
SNU-4351S1-TO,14,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Olaparib,Olaparib, 1-2,21.04649565,,
SNU-4351S2-TO,14,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Olaparib,Olaparib, 1-2,0.986846914,,
SNU-4351S3-TO,14,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Olaparib,Olaparib, 1-2,19.36783187,,
SNU-4351S4-TO,14,Apoptotic_Ratio,SNU-4351S4-TO 2,SNU-4351S4-TO Olaparib,Olaparib, 1-2,-0.147329879,,
SNU-4351S1-5-TO,14,Apoptotic_Ratio,SNU-4351S1-5-TO 2,SNU-4351S1-5-TO Olaparib,Olaparib, 1-2,10.61728883,,
SNU-4351S1-7-TO,14,Apoptotic_Ratio,SNU-4351S1-7-TO 2,SNU-4351S1-7-TO Olaparib,Olaparib, 1-2,22.51885168,,
SNU-4351S2-3-TO,14,Apoptotic_Ratio,SNU-4351S2-3-TO 2,SNU-4351S2-3-TO Olaparib,Olaparib, 1-2,19.83991533,,
SNU-4351S2-4-TO,14,Apoptotic_Ratio,SNU-4351S2-4-TO 2,SNU-4351S2-4-TO Olaparib,Olaparib, 1-2,17.79295086,,
SNU-4351S3-1-TO,14,Apoptotic_Ratio,SNU-4351S3-1-TO 2,SNU-4351S3-1-TO Olaparib,Olaparib, 1-2,11.03949576,,
SNU-4351S3-2-TO,14,Apoptotic_Ratio,SNU-4351S3-2-TO 2,SNU-4351S3-2-TO Olaparib,Olaparib, 1-2,17.66529551,,
SNU-4351S3-7-TO,14,Apoptotic_Ratio,SNU-4351S3-7-TO 2,SNU-4351S3-7-TO Olaparib,Olaparib, 1-2,8.007226602,,
SNU-4351S3-8-TO,14,Apoptotic_Ratio,SNU-4351S3-8-TO 2,SNU-4351S3-8-TO Olaparib,Olaparib, 1-2,21.15949206,,
SNU-4351S4-1-TO,14,Apoptotic_Ratio,SNU-4351S4-1-TO 2,SNU-4351S4-1-TO Olaparib,Olaparib, 1-2,25.36690076,,
SNU-4351S4-2-TO,14,Apoptotic_Ratio,SNU-4351S4-2-TO 2,SNU-4351S4-2-TO Olaparib,Olaparib, 1-2,14.94358499,,
SNU-4351S4-3-TO,14,Apoptotic_Ratio,SNU-4351S4-3-TO 2,SNU-4351S4-3-TO Olaparib,Olaparib, 1-2,45.95595018,,
SNU-4351S4-4-TO,14,Apoptotic_Ratio,SNU-4351S4-4-TO 2,SNU-4351S4-4-TO Olaparib,Olaparib, 1-2,47.80242266,,
SNU-4351S4-5-TO,14,Apoptotic_Ratio,SNU-4351S4-5-TO 2,SNU-4351S4-5-TO Olaparib,Olaparib, 1-2,25.79703818,,
SNU-4351S4-6-TO,14,Apoptotic_Ratio,SNU-4351S4-6-TO 2,SNU-4351S4-6-TO Olaparib,Olaparib, 1-2,33.97717333,,
SNU-4351S4-7-TO,14,Apoptotic_Ratio,SNU-4351S4-7-TO 2,SNU-4351S4-7-TO Olaparib,Olaparib, 1-2,16.8964515,,
SNU-4351S1-TO,14,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Olaparib,Olaparib, 2-3,30.49980051,,
SNU-4351S2-TO,14,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Olaparib,Olaparib, 2-3,32.66797351,,
SNU-4351S3-TO,14,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Olaparib,Olaparib, 2-3,-5,,
